Name,Age,garbage_disposal,importance_of_clean_surrounding,dental_care,sickness_prevention,clean_nails,message,study_material,likes_learning,learn_with_others,message,touch_private_parts_without_consent,approach_grownup_when_feeling_unsafe,speakup_if_touched_inappropriately,say_no_if_inappropriate_touch,physical_contact_if_uncomfortable,message
Oorja Venkataraman,9,Yes,Yes,Yes,Yes,Yes,Proper garbage disposal is important for maintaining cleanliness and preventing pollution. Remember to dispose of garbage properly for a healthier environment.,No,Yes,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,No,Yes,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Hrishita Lad,9,Yes,No,Yes,Yes,Yes,A clean environment is important for staying healthy. Remember the importance of cleanliness for overall well-being.,No,Yes,Yes,Try making notes of your own. They would help you understand the concepts even if you do not have study material!,No,No,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Taimur Bhatt,10,Yes,Yes,No,Yes,No,Keep your nails clean for good hygiene and overall well-being.,No,No,Yes,Try making notes of your own. They would help you understand the concepts even if you do not have study material!,No,No,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Yuvraj  Kant,6,Yes,Yes,Yes,No,No,Keep your nails clean for good hygiene and overall well-being.,Yes,Yes,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,Yes,Yes,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Aaina Raj,7,No,No,No,No,Yes,Take care of your teeth for a healthy smile and overall well-being.,No,No,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,No,Yes,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Veer Baria,5,No,Yes,No,No,Yes,Take care of your teeth for a healthy smile and overall well-being.,Yes,No,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,Yes,Yes,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Sana Shukla,9,Yes,Yes,No,No,Yes,Take care of your teeth for a healthy smile and overall well-being.,No,Yes,Yes,Try making notes of your own. They would help you understand the concepts even if you do not have study material!,Yes,No,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Inaaya  Dey,5,No,Yes,No,No,Yes,Take care of your teeth for a healthy smile and overall well-being.,No,No,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,No,No,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Keya Sagar,7,Yes,No,No,Yes,No,Keep your nails clean for good hygiene and overall well-being.,No,No,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,Yes,No,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Fateh Datta,5,Yes,No,No,Yes,Yes,Take care of your teeth for a healthy smile and overall well-being.,No,No,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,No,Yes,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Nehmat Chaudry,9,No,Yes,No,No,No,Keep your nails clean for good hygiene and overall well-being.,Yes,Yes,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,Yes,No,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Vedika Bora,10,Yes,Yes,Yes,No,Yes,Keep your nails clean for good hygiene and overall well-being.,No,No,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,No,Yes,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Indrans Suri,6,No,No,Yes,Yes,Yes,A clean environment is important for staying healthy. Remember the importance of cleanliness for overall well-being.,No,No,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,No,No,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Zara Hari,5,No,No,No,Yes,No,Keep your nails clean for good hygiene and overall well-being.,Yes,No,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,Yes,No,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Misha Vohra,8,No,Yes,No,Yes,Yes,Take care of your teeth for a healthy smile and overall well-being.,No,Yes,Yes,Try making notes of your own. They would help you understand the concepts even if you do not have study material!,No,No,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Romil Subramaniam,5,Yes,No,No,Yes,No,Keep your nails clean for good hygiene and overall well-being.,No,No,Yes,Try making notes of your own. They would help you understand the concepts even if you do not have study material!,No,Yes,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Ranbir Rout,6,Yes,Yes,Yes,Yes,Yes,Keep your nails clean for good hygiene and overall well-being.,No,Yes,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,No,No,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Arnav Kohli,9,Yes,No,Yes,Yes,No,Keep your nails clean for good hygiene and overall well-being.,Yes,Yes,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,No,No,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Manjari Kaur,5,No,No,No,No,No,Keep your nails clean for good hygiene and overall well-being.,No,Yes,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,No,Yes,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Baiju Dua,6,No,Yes,No,No,No,Keep your nails clean for good hygiene and overall well-being.,No,Yes,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,No,No,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Aarush Som,6,No,No,No,No,Yes,Take care of your teeth for a healthy smile and overall well-being.,No,Yes,Yes,Try making notes of your own. They would help you understand the concepts even if you do not have study material!,No,No,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Indrajit Randhawa,10,Yes,Yes,Yes,No,Yes,Take care of your teeth for a healthy smile and overall well-being.,Yes,No,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,No,No,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Kismat Guha,7,No,Yes,No,Yes,No,Keep your nails clean for good hygiene and overall well-being.,No,Yes,Yes,Try making notes of your own. They would help you understand the concepts even if you do not have study material!,No,Yes,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Ishita Ben,6,No,No,Yes,No,Yes,A clean environment is important for staying healthy. Remember the importance of cleanliness for overall well-being.,Yes,Yes,Yes,Be your own teacher! Try to learn on your own and never give up.,Yes,No,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Shanaya Raval,10,Yes,Yes,Yes,Yes,Yes,A clean environment is important for staying healthy. Remember the importance of cleanliness for overall well-being.,No,Yes,Yes,Try making notes of your own. They would help you understand the concepts even if you do not have study material!,Yes,No,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Urvi Loyal,10,No,No,No,No,No,Keep your nails clean for good hygiene and overall well-being.,No,Yes,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,No,No,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Lakshit Savant,8,Yes,Yes,No,No,No,Keep your nails clean for good hygiene and overall well-being.,No,Yes,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,Yes,Yes,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Onkar Atwal,9,Yes,Yes,Yes,No,Yes,Keep your nails clean for good hygiene and overall well-being.,No,Yes,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,No,Yes,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Pari Mani,9,No,Yes,No,Yes,Yes,Take care of your teeth for a healthy smile and overall well-being.,Yes,No,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,Yes,Yes,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Anahi Kata,8,Yes,No,Yes,No,No,Keep your nails clean for good hygiene and overall well-being.,No,No,Yes,Try making notes of your own. They would help you understand the concepts even if you do not have study material!,No,Yes,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Baiju Yogi,5,No,No,Yes,No,No,Keep your nails clean for good hygiene and overall well-being.,No,No,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,No,Yes,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
